TÃªn chiáº¿n dá»ch,TÃªn quáº£ng cÃ¡o,NgÃ y,Sá» tiá»n ÄÃ£ chi tiÃªu (VND),LÆ°á»£t báº¯t Äáº§u cuá»c trÃ² chuyá»n qua tin nháº¯n,NgÆ°á»i tiáº¿p cáº­n,LÆ°á»£t hiá»n thá»,Táº§n suáº¥t,LÆ°á»£t click vÃ o áº£nh,LÆ°á»£t phÃ¡t video trong tá»i thiá»u 3 giÃ¢y,ThruPlay,LÆ°á»£t bÃ y tá» cáº£m xÃºc vá» bÃ i viáº¿t,BÃ¬nh luáº­n vá» bÃ i viáº¿t,LÆ°á»£t chia sáº» bÃ i viáº¿t,LÆ°á»£t lÆ°u bÃ i viáº¿t,LÆ°á»£t thÃ­ch trÃªn Facebook,LÆ°á»£t click vÃ o liÃªn káº¿t,LÆ°á»£t báº¯t Äáº§u bÃ¡o cÃ¡o,LÆ°á»£t káº¿t thÃºc bÃ¡o cÃ¡o
S03 - PD x AKIA - Message,Qrevo Edge 2 - 260406 - 1377389881073016,2026-04-12,11410,1,57,64,"1,12280702",,32,14,,,,,,1,2026-04-12,2026-04-12
S03 - MD x BKC - Message,F25 Ultra - 260406 - 927887293320845,2026-04-12,1530,,6,6,1,,1,1,,,,,,1,2026-04-12,2026-04-12
S03 - MD x BKC - Message,Qrevo Edge 2 - 260406 - 925668563542718,2026-04-12,1056,,3,3,1,,1,1,,,,,,,2026-04-12,2026-04-12
S03 - PD x MiSmart - Message,Qrevo Edge 2 - 260406 - 122268787694062219,2026-04-12,178,,1,1,1,,,,,,,,,,2026-04-12,2026-04-12
S03 - PD x MiSmart - Message,Qrevo Edge 2 - 260406 - 122268362954062219,2026-04-12,12915,4,77,91,"1,18181818",,29,13,2,,,,,4,2026-04-12,2026-04-12
S03 - PD x ÄM VÄn KhÃ­ch - Message,Qrevo Edge 2 - 260406 - 1417763657033816,2026-04-12,3690,,69,79,"1,14492754",,24,6,,,,,,,2026-04-12,2026-04-12
S03 - PD x MiSmart - Message,Qrevo C Pro - 260406 -  122268981068062219,2026-04-12,83,,5,5,1,,3,1,,,,,,,2026-04-12,2026-04-12
S03 - PD x KhÃ¡nh Vy Home - Message,Qrevo 5V1 - 260404 - 122129607069138166,2026-04-12,2167,,3,4,"1,33333333",,2,,,,,,,,2026-04-12,2026-04-12
S03 - PD x KhÃ¡nh Vy Home - Message,Qrevo 5V1 - 260404 - 122129624955138166,2026-04-12,8929,,63,65,"1,03174603",,21,6,,,,,,,2026-04-12,2026-04-12
S03 - PD x MiSmart - Message,Qrevo Edge 2 - 260327 - 122267838026062219,2026-04-12,464,,4,5,"1,25",,1,1,,,,,,,2026-04-12,2026-04-12
S03 - PD x KhÃ¡nh Vy Home - Message,Qrevo 5V1 - 260404 - 122129462499138166,2026-04-12,30595,2,174,190,"1,09195402",,60,29,1,,,,,6,2026-04-12,2026-04-12
S03 - PD x AKIA - Message,F25 Ultra - 260403 - 1377529494392388,2026-04-12,4153,,31,34,"1,09677419",,11,3,,,,,,,2026-04-12,2026-04-12
S03 - PD x MiSmart - Message,Qrevo Edge 2 - 260406 - 122268792020062219,2026-04-12,10468,,105,112,"1,06666667",,39,11,,,,,,,2026-04-12,2026-04-12
S03 - PD x ÄM VÄn KhÃ­ch - Message,Qrevo Edge 2 - 260331 - 1417730863703762,2026-04-12,86,1,6,6,1,,2,1,,,,,,1,2026-04-12,2026-04-12
S03 - MD x BKC - Message,Qrevo Edge 2 - 260330 - 925638296879078,2026-04-12,4217,,18,22,"1,22222222",,10,5,,,,,,1,2026-04-12,2026-04-12
S03 - PD x KhÃ¡nh Vy Home - Message,Qrevo Edge 2 - 260401 - 122129097111138166,2026-04-12,14408,2,86,92,"1,06976744",,36,15,,,,,,2,2026-04-12,2026-04-12
S03 - PD x AKIA - Message,Qrevo Edge 2 - 260402 - 1376808357797835,2026-04-12,3053,,28,31,"1,10714286",,7,2,,,,,,,2026-04-12,2026-04-12
S03 - PD x KhÃ¡nh Vy Home - Message,Qrevo Edge 2 - 260401 - 122128996677138166,2026-04-12,1340,,18,19,"1,05555556",,7,2,,,,,,,2026-04-12,2026-04-12
S03 - PD x MiSmart - Message,Qrevo Edge 2 - 260328 - 122267735834062219,2026-04-12,10638,2,54,58,"1,07407407",,23,9,,,,,,3,2026-04-12,2026-04-12
S03 - PD x ÄM VÄn KhÃ­ch - Message,Qrevo  5V1 - 260404 - 1420364706773711,2026-04-12,52,,2,2,1,,1,,,,,,,,2026-04-12,2026-04-12
S03 - PD x AKIA - Message,F25 Ultra - 260403 - 1377555224389815,2026-04-12,34356,2,163,176,"1,0797546",,90,25,1,,,,,2,2026-04-12,2026-04-12
S03 - PD x AKIA - Message,F25 Ultra - 260403 - 1377575241054480,2026-04-12,194,,1,2,2,,,,,,,,,,2026-04-12,2026-04-12
S03 - PD x KhÃ¡nh Vy Home - Message,F25 Ultra - 260403 - 122129482053138166,2026-04-12,99,,3,3,1,,3,1,,,,,,,2026-04-12,2026-04-12
S03 - PD x KhÃ¡nh Vy Home - Message,F25 Ultra - 260403 - 122129460603138166,2026-04-12,172,,3,3,1,,1,,,,,,,,2026-04-12,2026-04-12
S03 - MD x BKC - Message,F25 Ultra - 260403 - 928046746638233,2026-04-12,4323,,5,5,1,,5,3,1,,,,,,2026-04-12,2026-04-12
S03 - MD x BKC - Message,F25 Ultra - 260403 - 928090599967181,2026-04-12,637,,2,2,1,,1,,,,,,,,2026-04-12,2026-04-12
S03 - PD x KhÃ¡nh Vy Home - Message,Qrevo Edge 2 - 260401 - 122129240385138166,2026-04-12,2811,,11,12,"1,09090909",,7,4,,,,,,,2026-04-12,2026-04-12
S03 - MD x BKC - Message,Qrevo Edge 2 - 260406 - 927092480066993,2026-04-12,426,,5,5,1,,1,1,,,,,,,2026-04-12,2026-04-12
S03 - PD x ÄM VÄn KhÃ­ch - Message,Qrevo  5V1 - 260410 - 1426421506168031,2026-04-12,12943,,249,313,"1,25702811",,80,16,,,,,,1,2026-04-12,2026-04-12
S03 - PD x ÄM VÄn KhÃ­ch - Message,Qrevo  5V1 - 260404 - 1420356186774563,2026-04-12,9322,1,140,153,"1,09285714",,43,19,,,,,,6,2026-04-12,2026-04-12
S03 - PD x ÄM VÄn KhÃ­ch - Message,Qrevo Edge 2 - 260410 - 1426385486171633,2026-04-12,24576,2,547,681,"1,24497258",,144,43,,,,,,1,2026-04-12,2026-04-12
S03 - PD x KhÃ¡nh Vy Home - Message,F25 Ultra - 260410 - 122131012725138166,2026-04-12,43892,4,290,313,"1,07931034",,169,58,2,,,,,7,2026-04-12,2026-04-12
S03 - MD x BKC - Message,Qrevo Edge 2 - 260410 - 933622292747345,2026-04-12,29814,3,148,160,"1,08108108",,43,9,,,,,,5,2026-04-12,2026-04-12
S03 - MD x BKC - Message,F25 Ultra - 260410 - 933713546071553,2026-04-12,31389,6,281,297,"1,0569395",,164,46,,,,,,9,2026-04-12,2026-04-12
S03 - PD x MiSmart - Message,Qrevo Edge 2 - 260410 - 122269843190062219,2026-04-12,455,,6,6,1,,2,,,,,,,,2026-04-12,2026-04-12
S03 - PD x MiSmart - Message,Qrevo C Pro - 260410 - 122269847480062219,2026-04-12,29889,,184,251,"1,36413043",,106,25,3,,,,,7,2026-04-12,2026-04-12
S03 - PD x MiSmart - Message,Qrevo S Pro - 260410 - 122269856330062219,2026-04-12,34405,1,205,271,"1,32195122",,85,21,,,,,1,5,2026-04-12,2026-04-12
S03 - PD x ÄM VÄn KhÃ­ch - Message,Qrevo  S Pro - 260410 - 1426479366162245,2026-04-12,20039,2,353,419,"1,18696884",,93,23,,,,,,4,2026-04-12,2026-04-12
S03 - PD x AKIA - Message,Qrevo 5AE - 260410 - 1383497740462230,2026-04-12,34826,3,198,233,"1,17676768",,92,16,,,,,,2,2026-04-12,2026-04-12
S03 - PD x KhÃ¡nh Vy Home - Message,Event - 260410 - 122131078071138166,2026-04-12,132795,4,767,1041,"1,35723598",,323,85,1,,1,,2,16,2026-04-12,2026-04-12
S03 - MD x BKC - Message,Event - 260410 - 934098906033017,2026-04-12,128996,5,661,835,"1,26323752",,285,75,1,,1,,1,12,2026-04-12,2026-04-12
S03 - PD x MiSmart - Message,Event - 260410 - 122269977824062219,2026-04-12,99214,3,1018,1575,"1,54715128",,369,136,2,,,,,23,2026-04-12,2026-04-12
S03 - PD x ÄM VÄn KhÃ­ch - Message,Event - 260410 - 1426968496113332,2026-04-12,67454,,1127,2424,"2,15084295",8,,,,,,,,2,2026-04-12,2026-04-12
S03 - PD x AKIA - Message,Qrevo Edge 2 - 260408 - 1381889007289770,2026-04-12,112,,1,1,1,,1,,,,,,,,2026-04-12,2026-04-12
S03 - PD x KhÃ¡nh Vy Home - Message,Qrevo 5V1 - 260410 - 122131001793138166,2026-04-12,61,,1,1,1,,1,1,,,,,,,2026-04-12,2026-04-12
S03 - PD x KhÃ¡nh Vy Home - Message,Qrevo Edge 2 - 260410 - 122130993315138166,2026-04-12,3757,,23,26,"1,13043478",,6,1,,,,,,,2026-04-12,2026-04-12
S03 - PD x AKIA - Message,Qrevo Edge 2 - 260410 - 1383459980466006,2026-04-12,10648,,55,56,"1,01818182",,20,4,,,,,,,2026-04-12,2026-04-12
S03 - PD x AKIA - Message,Qrevo Edge 2 - 260406 - 1377415874403750,2026-04-12,12945,,71,83,"1,16901408",,40,12,1,1,,,,,2026-04-12,2026-04-12
S03 - PD x MiSmart - Message,Qrevo C Pro - 260408 - 122269481078062219,2026-04-12,113,,3,3,1,,1,1,,,,,,,2026-04-12,2026-04-12
S03 - PD x ÄM VÄn KhÃ­ch - Message,Event - 260409 - 1426342182842630,2026-04-12,15990,1,352,548,"1,55681818",1,,,1,,,,,,2026-04-12,2026-04-12
S03 - PD x AKIA - Message,Event - 260408 - 1381017037376967,2026-04-12,267,,1,1,1,,,,,,,,,,2026-04-12,2026-04-12
S03 - PD x KhÃ¡nh Vy Home - Message,Event - 260408 - 122130070011138166,2026-04-12,58,,1,1,1,,,,,,,,,,2026-04-12,2026-04-12
S03 - PD x KhÃ¡nh Vy Home - Message,F25 Ultra - 260408 - 122130449115138166,2026-04-12,815,,4,4,1,,1,1,,,,,,,2026-04-12,2026-04-12
S03 - MD x BKC - Message,F25 Ultra - 260408 - 932242306218677,2026-04-12,2629,,10,10,1,,3,,,,,,,,2026-04-12,2026-04-12
S03 - MD x BKC - Message,Qrevo Edge 5V1 - 260408 - 932203472889227,2026-04-12,11818,,68,73,"1,07352941",,18,8,,,,,,2,2026-04-12,2026-04-12
S03 - PD x AKIA - Message,Event - 260408 - 1380999710712033,2026-04-12,17772,,126,142,"1,12698413",,,,,,,,,1,2026-04-12,2026-04-12
S03 - PD x ÄM VÄn KhÃ­ch - Message,Qrevo  5V1 - 260408 - 1424797982997050,2026-04-12,5651,,161,172,"1,06832298",,38,13,1,,,,,,2026-04-12,2026-04-12
S03 - PD x KhÃ¡nh Vy Home - Message,Event - 260409 - 122130952221138166,2026-04-12,2391,,2,2,1,,,,,,,,,,2026-04-12,2026-04-12
S03 - PD x ÄM VÄn KhÃ­ch - Message,Qrevo  S Pro - 260408 - 1425325422944306,2026-04-12,9777,,214,257,"1,20093458",,41,7,1,,,,,,2026-04-12,2026-04-12
S03 - PD x ÄM VÄn KhÃ­ch - Message,Event - 260408 - 1423871606423021,2026-04-12,383,,19,19,1,,,,1,,,,,,2026-04-12,2026-04-12
S03 - PD x ÄM VÄn KhÃ­ch - Message,Event - 260408 - 1423851099758405,2026-04-12,22153,2,837,1015,"1,21266428",,,,1,,,,,,2026-04-12,2026-04-12
S03 - PD x KhÃ¡nh Vy Home - Message,Qrevo Edge 2 - 260408 - 122130438081138166,2026-04-12,14323,,64,72,"1,125",,27,6,,,,,,1,2026-04-12,2026-04-12
S03 - PD x AKIA - Message,Event - 260409 - 1383158547162816,2026-04-12,95017,,379,530,"1,39841689",5,,,2,,,,,1,2026-04-12,2026-04-12
S03 - PD x MiSmart - Message,Qrevo Edge 2 - 260408 - 122269632044062219,2026-04-12,2360,,13,17,"1,30769231",,6,4,1,,,,,1,2026-04-12,2026-04-12
S03 - MD x BKC - Message,Qrevo C Pro - 260404 - 929070199869221,2026-04-11,23381,,204,212,"1,03921569",,99,31,,,,,,6,2026-04-11,2026-04-11
S03 - PD x MiSmart - Message,Qrevo S Pro - 260404 - 122268759452062219,2026-04-11,261,,5,5,1,,4,,,,,,,,2026-04-11,2026-04-11
S03 - MD x BKC - Message,Qrevo Edge 5V1 - 260404 - 928041753305399,2026-04-11,556,,1,1,1,,1,,,,,,,,2026-04-11,2026-04-11
S03 - PD x MiSmart - Message,Qrevo C Pro - 260406 - 122268977960062219,2026-04-11,12538,,109,120,"1,10091743",,65,16,,,,,,3,2026-04-11,2026-04-11
S03 - MD x BKC - Message,Qrevo Edge 5V1 - 260406 - 928931323216442,2026-04-11,877,,7,7,1,,2,1,,,,,,,2026-04-11,2026-04-11
S03 - PD x MiSmart - Message,Qrevo Edge 2 - 260406 - 122268787694062219,2026-04-11,219,,3,3,1,,1,,,,,,,,2026-04-11,2026-04-11
S03 - MD x BKC - Message,F25 Ultra - 260406 - 927936053315969,2026-04-11,15,,1,1,1,,,,,,,,,,2026-04-11,2026-04-11
S03 - MD x BKC - Message,F25 Ultra - 260406 - 927550426687865,2026-04-11,123,,3,3,1,,2,,,,,,,,2026-04-11,2026-04-11
S03 - PD x MiSmart - Message,Qrevo S Pro - 260406 - 122268789914062219,2026-04-11,7655,,75,85,"1,13333333",,32,12,,,,,,3,2026-04-11,2026-04-11
S03 - PD x ÄM VÄn KhÃ­ch - Message,Qrevo  5V1 - 260404 - 1421426940000821,2026-04-11,7502,,121,140,"1,15702479",,49,11,,,,,,,2026-04-11,2026-04-11
S03 - PD x MiSmart - Message,Qrevo C Pro - 260406 -  122268981068062219,2026-04-11,510,,1,1,1,,,,,,,,,,2026-04-11,2026-04-11
S03 - PD x MiSmart - Message,Qrevo Edge 2 - 260406 - 122268792020062219,2026-04-11,83,,1,1,1,,1,1,,,,,,1,2026-04-11,2026-04-11
S03 - MD x BKC - Message,Qrevo Edge 5V1 - 260404 - 928047443304830,2026-04-11,312,,3,4,"1,33333333",,,,,,,,,,2026-04-11,2026-04-11
S03 - MD x BKC - Message,Qrevo 5AE - 260404 - 929868256456082,2026-04-11,24511,6,160,171,"1,06875",,84,27,1,1,,,,6,2026-04-11,2026-04-11
S03 - MD x BKC - Message,Qrevo Edge 2 - 26033 - 925607946882113,2026-04-11,4304,,25,26,"1,04",,10,2,,,,,,,2026-04-11,2026-04-11
S03 - PD x MiSmart - Message,Qrevo S Pro - 260404 - 122268754352062219,2026-04-11,7523,,83,87,"1,04819277",,30,7,1,,,,,2,2026-04-11,2026-04-11
S03 - PD x MiSmart - Message,Qrevo S Pro - 260404 - 122268779936062219,2026-04-11,3806,,30,32,"1,06666667",,7,3,,,,,,,2026-04-11,2026-04-11
S03 - PD x KhÃ¡nh Vy Home - Message,Qrevo Edge 2 - 260401 - 122129240385138166,2026-04-11,3147,,15,16,"1,06666667",,8,1,,,,,,,2026-04-11,2026-04-11
S03 - PD x KhÃ¡nh Vy Home - Message,F25 Ultra - 260403 - 122129482053138166,2026-04-11,401,,2,2,1,,,,,,,,,,2026-04-11,2026-04-11
S03 - PD x AKIA - Message,F25 Ultra - 260403 - 1377575241054480,2026-04-11,271,,7,7,1,,4,1,,,,,,,2026-04-11,2026-04-11
S03 - PD x AKIA - Message,F25 Ultra - 260403 - 1377555224389815,2026-04-11,18929,2,98,106,"1,08163265",,67,22,1,,,,,1,2026-04-11,2026-04-11
S03 - PD x AKIA - Message,F25 Ultra - 260403 - 1377529494392388,2026-04-11,688,,7,8,"1,14285714",,2,1,,,,,,,2026-04-11,2026-04-11
S03 - PD x KhÃ¡nh Vy Home - Message,Qrevo Edge 2 - 260401 - 122129102625138166,2026-04-11,8715,,44,44,1,,15,8,,,,,,,2026-04-11,2026-04-11
S03 - MD x BKC - Message,Qrevo Edge 2 - 260330 - 924133513696223,2026-04-11,3438,,58,60,"1,03448276",,20,3,,,,,,,2026-04-11,2026-04-11
S03 - MD x BKC - Message,Qrevo Edge 2 - 260330 - 923463907096517,2026-04-11,6609,1,69,74,"1,07246377",,32,13,,,,,,1,2026-04-11,2026-04-11
S03 - PD x ÄM VÄn KhÃ­ch - Message,Qrevo Edge 2 - 260328 - 1416292407180941,2026-04-11,6118,,181,197,"1,08839779",,28,14,,,,,,1,2026-04-11,2026-04-11
S03 - PD x MiSmart - Message,Qrevo Edge 2 - 260328 - 122267740838062219,2026-04-11,388,,5,5,1,,1,,,,,,,,2026-04-11,2026-04-11
S03 - PD x MiSmart - Message,Qrevo Edge 2 - 260327 - 122267454194062219,2026-04-11,4518,,45,51,"1,13333333",,17,16,,,,,,,2026-04-11,2026-04-11
S03 - PD x ÄM VÄn KhÃ­ch - Message,Qrevo Edge 2 - 260327 - 1415398633936985,2026-04-11,5348,,102,117,"1,14705882",,26,14,1,,,,,,2026-04-11,2026-04-11
S03 - PD x ÄM VÄn KhÃ­ch - Message,Qrevo Edge 2 - 260327 - 1415354603941388,2026-04-11,105,,1,1,1,,1,,,,,,,,2026-04-11,2026-04-11
S03 - PD x AKIA - Message,Qrevo Edge 2 - 260406 - 1377363811075623,2026-04-11,64,,1,1,1,,1,1,,,,,,,2026-04-11,2026-04-11
S03 - PD x AKIA - Message,F25 Ultra - 260408 - 1381932690618735,2026-04-11,2746,,13,15,"1,15384615",,5,2,,,,,,,2026-04-11,2026-04-11
S03 - PD x AKIA - Message,Event - 260408 - 1380999710712033,2026-04-11,64,,2,2,1,,,,,,,,,,2026-04-11,2026-04-11
S03 - MD x BKC - Message,Qrevo Edge 5V1 - 260410 - 933659102743664,2026-04-11,11883,1,88,89,"1,01136364",,32,13,,,,,,2,2026-04-11,2026-04-11
S03 - MD x BKC - Message,Event - 260408 - 931311472978427,2026-04-11,498,,1,1,1,,,,,,,,,,2026-04-11,2026-04-11
S03 - PD x KhÃ¡nh Vy Home - Message,Qrevo 5V1 - 260410 - 122131001793138166,2026-04-11,27955,,174,202,"1,16091954",,61,17,,,,,,3,2026-04-11,2026-04-11
S03 - PD x AKIA - Message,Qrevo Edge 2 - 260410 - 1383459980466006,2026-04-11,18793,,170,173,"1,01764706",,49,15,1,,,,,,2026-04-11,2026-04-11
S03 - PD x ÄM VÄn KhÃ­ch - Message,Event - 260410 - 1426968496113332,2026-04-11,64914,2,1349,2412,"1,7879911",8,,,,,,,1,1,2026-04-11,2026-04-11
S03 - PD x MiSmart - Message,Event - 260410 - 122269977824062219,2026-04-11,48907,,759,972,"1,28063241",,254,77,,,,,,20,2026-04-11,2026-04-11
S03 - MD x BKC - Message,Event - 260410 - 934098906033017,2026-04-11,47431,5,368,389,"1,05706522",,140,31,,,,,,8,2026-04-11,2026-04-11
S03 - PD x KhÃ¡nh Vy Home - Message,Event - 260410 - 122131078071138166,2026-04-11,53843,1,425,495,"1,16470588",,148,33,,,1,,,7,2026-04-11,2026-04-11
S03 - PD x ÄM VÄn KhÃ­ch - Message,Qrevo  5V1 - 260410 - 1426421506168031,2026-04-11,16041,,313,367,"1,17252396",,106,25,2,,,,,1,2026-04-11,2026-04-11
S03 - PD x ÄM VÄn KhÃ­ch - Message,Qrevo Edge 2 - 260410 - 1426385486171633,2026-04-11,10545,2,316,344,"1,08860759",,83,26,,1,,,,2,2026-04-11,2026-04-11
S03 - PD x MiSmart - Message,Qrevo S Pro - 260410 - 122269856330062219,2026-04-11,2767,,37,42,"1,13513514",,13,1,,,,,,,2026-04-11,2026-04-11
S03 - PD x MiSmart - Message,Qrevo C Pro - 260410 - 122269847480062219,2026-04-11,10447,1,136,152,"1,11764706",,61,11,1,,,,,3,2026-04-11,2026-04-11
S03 - PD x MiSmart - Message,Qrevo Edge 2 - 260410 - 122269843190062219,2026-04-11,16131,,255,274,"1,0745098",,69,22,1,,,,,3,2026-04-11,2026-04-11
S03 - MD x BKC - Message,F25 Ultra - 260410 - 933713546071553,2026-04-11,24722,1,227,246,"1,08370044",,140,44,1,,,,,3,2026-04-11,2026-04-11
S03 - PD x ÄM VÄn KhÃ­ch - Message,Qrevo  S Pro - 260410 - 1426479366162245,2026-04-11,18302,,391,488,"1,24808184",,119,27,1,,,,,,2026-04-11,2026-04-11
S03 - MD x BKC - Message,Qrevo Edge 2 - 260410 - 933622292747345,2026-04-11,5379,,49,50,"1,02040816",,16,5,,,,,,1,2026-04-11,2026-04-11
S03 - PD x AKIA - Message,Event - 260409 - 1383158547162816,2026-04-11,81109,,469,645,"1,37526652",2,,,,,,,,,2026-04-11,2026-04-11
S03 - PD x MiSmart - Message,Qrevo C Pro - 260408 - 122269481078062219,2026-04-11,1126,,12,12,1,,5,2,,,,,,1,2026-04-11,2026-04-11
S03 - PD x KhÃ¡nh Vy Home - Message,F25 Ultra - 260410 - 122131012725138166,2026-04-11,30272,3,231,250,"1,08225108",,136,44,,,,,,11,2026-04-11,2026-04-11
S03 - PD x ÄM VÄn KhÃ­ch - Message,Qrevo  5V1 - 260408 - 1424797982997050,2026-04-11,155,,1,1,1,,1,,,,,,,,2026-04-11,2026-04-11
S03 - PD x ÄM VÄn KhÃ­ch - Message,Qrevo Edge 2 - 260408 - 1424752173001631,2026-04-11,1003,,28,29,"1,03571429",,7,1,,,,,,1,2026-04-11,2026-04-11
S03 - PD x ÄM VÄn KhÃ­ch - Message,Qrevo  S Pro - 260408 - 1425325422944306,2026-04-11,1343,1,48,59,"1,22916667",,8,3,,,,,,,2026-04-11,2026-04-11
S03 - PD x ÄM VÄn KhÃ­ch - Message,Event - 260408 - 1423851099758405,2026-04-11,699,,32,35,"1,09375",,,,,,,,,,2026-04-11,2026-04-11
S03 - PD x ÄM VÄn KhÃ­ch - Message,Event - 260408 - 1423871606423021,2026-04-11,1477,,23,24,"1,04347826",,,,,,,,,,2026-04-11,2026-04-11
S03 - PD x KhÃ¡nh Vy Home - Message,Event - 260409 - 122130952221138166,2026-04-11,23729,,126,152,"1,20634921",,,,,,,,,1,2026-04-11,2026-04-11
S03 - MD x BKC - Message,Event - 260409 - 933326816110226,2026-04-11,3281,,16,18,"1,125",,,,,,,,,,2026-04-11,2026-04-11
S03 - PD x ÄM VÄn KhÃ­ch - Message,Event - 260409 - 1426342182842630,2026-04-11,34272,,615,1024,"1,66504065",4,,,1,,,,,1,2026-04-11,2026-04-11
S03 - PD x AKIA - Message,Qrevo Edge 2 - 260406 - 1376836687795002,2026-04-11,2895,,52,55,"1,05769231",,17,2,,,,,,,2026-04-11,2026-04-11
S03 - PD x AKIA - Message,Qrevo 5AE - 260410 - 1383497740462230,2026-04-11,25417,,181,198,"1,09392265",,70,7,,,,,,,2026-04-11,2026-04-11
S03 - PD x KhÃ¡nh Vy Home - Message,Qrevo Edge 2 - 260410 - 122130993315138166,2026-04-11,14345,1,128,135,"1,0546875",,40,9,,,,,,1,2026-04-11,2026-04-11
S03 - PD x KhÃ¡nh Vy Home - Message,Qrevo Edge 2 - 260401 - 122129237211138166,2026-04-10,21524,,105,124,"1,18095238",,41,14,,,,,,2,2026-04-10,2026-04-10
S03 - MD x BKC - Message,Qrevo Edge 5V1 - 260406 - 928701249906116,2026-04-10,20873,,141,151,"1,07092199",,56,18,1,,,,,3,2026-04-10,2026-04-10
S03 - PD x AKIA - Message,Qrevo 5AE - 260404 - 1378487054296632,2026-04-10,14115,,72,77,"1,06944444",,23,7,1,,,,,,2026-04-10,2026-04-10
S03 - PD x MiSmart - Message,Qrevo S Pro - 260404 - 122268759452062219,2026-04-10,766,,3,3,1,,,,,,,,,1,2026-04-10,2026-04-10
S03 - MD x BKC - Message,Qrevo Edge 5V1 - 260404 - 928041753305399,2026-04-10,4318,,8,9,"1,125",,4,1,1,,,,,2,2026-04-10,2026-04-10
S03 - PD x MiSmart - Message,Qrevo C Pro - 260406 - 122268977960062219,2026-04-10,2896,,17,18,"1,05882353",,8,3,,,,,,,2026-04-10,2026-04-10
S03 - MD x BKC - Message,Qrevo Edge 5V1 - 260406 - 928931323216442,2026-04-10,355,,1,1,1,,1,,,,,,,,2026-04-10,2026-04-10
S03 - PD x MiSmart - Message,Qrevo Edge 2 - 260406 - 122268792020062219,2026-04-10,18710,1,178,199,"1,11797753",,64,8,1,,,,,2,2026-04-10,2026-04-10
S03 - MD x BKC - Message,F25 Ultra - 260406 - 927936053315969,2026-04-10,15998,3,142,162,"1,14084507",,63,19,1,,,,,4,2026-04-10,2026-04-10
S03 - MD x BKC - Message,Qrevo Edge 2 - 260406 - 928039836638924,2026-04-10,7825,,57,57,1,,22,6,,,,,,2,2026-04-10,2026-04-10
S03 - PD x ÄM VÄn KhÃ­ch - Message,Qrevo  S Pro - 260406 - 1422399803236868,2026-04-10,7943,1,119,146,"1,22689076",,32,6,,,,,,,2026-04-10,2026-04-10
S03 - PD x ÄM VÄn KhÃ­ch - Message,Qrevo Edge 2 - 260406 - 1418641046946077,2026-04-10,6607,,76,92,"1,21052632",,31,12,,,,,,,2026-04-10,2026-04-10
S03 - PD x AKIA - Message,Qrevo Edge 2 - 260406 - 1377389881073016,2026-04-10,1167,,3,3,1,,,,,,,,,,2026-04-10,2026-04-10
S03 - PD x MiSmart - Message,Qrevo C Pro - 260406 -  122268981068062219,2026-04-10,21871,2,279,311,"1,11469534",,154,31,,,,,,7,2026-04-10,2026-04-10
S03 - PD x AKIA - Message,Qrevo Edge 2 - 260406 - 1377363811075623,2026-04-10,679,,2,2,1,,2,2,,,,,,,2026-04-10,2026-04-10
S03 - MD x BKC - Message,Qrevo 5AE - 260404 - 929868256456082,2026-04-10,21880,1,155,172,"1,10967742",,62,18,,1,,,,3,2026-04-10,2026-04-10
S03 - MD x BKC - Message,Qrevo C Pro - 260404 - 929070199869221,2026-04-10,19535,3,138,152,"1,10144928",,86,32,,,,,,4,2026-04-10,2026-04-10
S03 - MD x BKC - Message,Qrevo Edge 2 - 260330 - 924133513696223,2026-04-10,7651,,33,36,"1,09090909",,11,5,,,,,,2,2026-04-10,2026-04-10
S03 - MD x BKC - Message,Qrevo Edge 5V1 - 260404 - 928038273305747,2026-04-10,321,,2,2,1,,1,,,,,,,,2026-04-10,2026-04-10
S03 - MD x BKC - Message,Qrevo Edge 2 - 260330 - 923465267096381,2026-04-10,264,,3,3,1,,2,,,,,,,1,2026-04-10,2026-04-10
S03 - PD x ÄM VÄn KhÃ­ch - Message,Qrevo  5V1 - 260404 - 1420356186774563,2026-04-10,661,,12,12,1,,4,1,,,,,,,2026-04-10,2026-04-10
S03 - PD x MiSmart - Message,Qrevo Edge 2 - 260328 - 122267735834062219,2026-04-10,29,,1,1,1,,,,,,,,,,2026-04-10,2026-04-10
S03 - MD x BKC - Message,Qrevo Edge 2 - 260330 - 924960240280217,2026-04-10,1518,,4,4,1,,2,1,,,,,,,2026-04-10,2026-04-10
S03 - PD x MiSmart - Message,Qrevo Edge 2 - 260327 - 122267988968062219,2026-04-10,84,,2,2,1,,1,,,,,,,,2026-04-10,2026-04-10
S03 - PD x MiSmart - Message,Qrevo Edge 2 - 260327 - 122267984456062219,2026-04-10,201,,1,1,1,,,,,,,,,,2026-04-10,2026-04-10
S03 - PD x AKIA - Message,Qrevo Edge 2 - 260402 - 1376808357797835,2026-04-10,7132,,48,54,"1,125",,14,4,,,,,,,2026-04-10,2026-04-10
S03 - PD x KhÃ¡nh Vy Home - Message,Qrevo Edge 2 - 260401 - 122128996677138166,2026-04-10,363,,1,1,1,,,,,,,,,,2026-04-10,2026-04-10
S03 - PD x KhÃ¡nh Vy Home - Message,Qrevo 5V1 - 260404 - 122129607069138166,2026-04-10,461,,2,2,1,,1,,,,,,,,2026-04-10,2026-04-10
